"Consumer.Discretionary" "Consumer.Staples" "Energy" "Financials" "Health.Care" "Industrials" "Information.Technology" "Materials" "Telecommunication.Services" "Undefined" "Utilities"
"2002-01-04" 0 7.23075928709545e-05 2.29696659988498e-05 -6.30812749073257e-06 0 -9.76003018611485e-06 0 0.000469122463458774 -8.12998422624547e-05 0 0.000276004607773732
"2002-01-11" 0 -8.06975060985789e-06 -3.36540932777859e-06 1.95507104896363e-05 0 2.46854111401603e-06 0 7.71039135141121e-05 -5.94408024027696e-05 0 -1.41990111737158e-05
"2002-01-18" 0 -5.14623323350232e-05 -1.45261769061644e-06 -2.63843422949539e-05 0 1.0869462061119e-05 0 4.49547604641691e-05 -0.000151321560718396 0 -5.46435927980911e-05
"2002-01-25" 0 -6.62083791337954e-05 -1.35580590217909e-05 5.68535860249298e-05 0 7.2292269548274e-05 0 1.33302625278454e-05 8.43511195039179e-05 0 -0.000101346989641459
"2002-02-01" 0 7.05408435469829e-06 8.11623058087068e-05 -8.15913354347755e-05 0 -0.000133731210981923 0 0.000153419763392395 -7.83246417499573e-05 0 -2.99031767377086e-05
"2002-02-08" 0 0.000221060615959249 -5.7575716665633e-05 -2.04520689708693e-05 0 -6.638429452304e-06 0 -1.22092120252314e-05 -2.19725156975984e-05 0 4.13492668041606e-05
"2002-02-15" 0 -0.00013384267983714 -9.45213103142506e-05 -0.000103560637285449 0 5.47506276028613e-05 0 0.000229896510996207 9.32020625505541e-05 0 -1.08288949689516e-06
"2002-02-22" 0 -2.56663308623506e-05 0.000174111506917073 -4.884921376508e-05 0 -0.000188739936627478 0 2.41781653365586e-05 3.48085968509491e-05 0 6.10853030293187e-05
"2002-03-01" 0 6.64956013181383e-05 5.21617020213416e-05 3.89537582765891e-05 0 0.000226315523568299 0 0.000113124546134759 -5.57890236438634e-05 0 -0.00018662296213776
"2002-03-08" 0 -1.00226114830015e-05 3.71619302289917e-05 -1.78604408382247e-05 0 5.27521216774866e-06 0 0.000179822947308628 6.62309585676975e-05 0 -0.000587122236788302
"2002-03-15" 0 -0.000161090817095888 -0.0001465636263481 -1.61433965644699e-05 0 4.39658786250482e-05 0 -2.49604915739162e-05 4.43891835194012e-05 0 0.000292851444041159
"2002-03-22" 0 -3.37746343056997e-06 4.96512476534339e-05 2.41895603030671e-06 0 -7.23442897339705e-05 0 1.25534642584493e-05 -9.35317449052639e-06 0 -1.64172218690706e-05
"2002-03-29" 0 -2.07332488925334e-05 -0.000113584694329273 4.39710094194515e-05 0 0.000127824323352389 0 -0.000123712938372187 6.32851171540806e-05 0 -0.000106441730278502
"2002-04-05" 0 7.50421538670723e-05 0.000139538104939859 4.13138924391538e-05 0 5.56761776266591e-05 0 3.8356500906527e-06 -1.19771986595671e-06 0 -1.01412388157765e-05
"2002-04-12" 0 4.33119030875361e-05 9.65555366173936e-05 -3.47748253454834e-05 0 3.45579109892758e-06 0 2.89500410786808e-05 -2.72375935878859e-05 0 -1.11418116352425e-05
"2002-04-19" 0 2.00407058086176e-05 -6.47501543117535e-06 -2.31801537925068e-05 0 -1.14796350236141e-05 0 5.47848691097414e-06 -0.000127483210991378 0 -0.000195143360880542
"2002-04-26" 0 0.000113963452161843 4.84520613004126e-05 -0.000139476445490256 0 3.5425392900257e-05 0 5.06867152789721e-05 2.16637764358269e-05 0 -0.000842698449174689
"2002-05-03" 0 3.9464107988727e-06 -2.35388755721624e-05 0.000133964062196549 0 -4.63577594917825e-05 0 -0.000277462654717551 -0.000182437628802014 0 0.000354634556019211
"2002-05-10" 0 1.98130809472652e-05 5.05208490590949e-05 2.7932870286203e-05 0 -2.8535106276963e-05 0 -4.78938656576103e-05 2.31982073376907e-05 0 5.65853320680597e-06
"2002-05-17" 0 4.21552331592327e-05 0.000126550616417153 4.11812972400533e-05 0 2.12666451305111e-05 0 -0.000103140617136178 0.000177799470025673 0 -3.90611587276969e-05
"2002-05-24" 0 1.48523442085105e-06 -5.77088139443629e-05 4.41952388620639e-05 0 3.0488006416735e-05 0 9.78767632634854e-05 0.000264678718746777 0 -0.000267009251886035
"2002-05-31" 0 0.000214999578848141 0.000109532270929758 -8.6394157881331e-05 0 -1.34752009104496e-05 0 8.27073133079903e-05 -3.38482001480319e-05 0 -0.000188847139806571
"2002-06-07" 0 -3.94916945139839e-05 -0.000510003730211199 -2.86110871197627e-05 0 0.000160063820597619 0 0.000111681138926673 -2.4415144495279e-06 0 7.30765965361518e-05
"2002-06-14" 0 -0.000241198589985325 0.000945495220255644 -0.00015763238492917 0 -0.000245524382438673 0 -5.47605792636363e-05 -2.66265153829849e-05 0 0.000146154642357036
"2002-06-21" 0 -3.38822966360147e-05 0.000333145958312043 -8.56154150923849e-07 0 1.84295095689371e-05 0 -1.91058594048065e-07 5.3961308013011e-05 0 -0.000318757826770201
"2002-06-28" 0 -4.42427985742708e-05 -4.44092556208817e-05 6.12884067284979e-05 0 1.07781020722141e-05 0 0.000367284779761448 0.000171648296495686 0 0.00029790660255983
"2002-07-05" 0 -1.71487538227668e-05 -0.000103881705005391 -9.34018280647474e-05 0 3.50836123183237e-05 0 0.000728567028638824 2.82194424612795e-05 0 0.000490262654672868
"2002-07-12" 0 0.000580501626817753 -0.000426132922805895 0.000330049302731804 0 0.000266863649210076 0 0.00121691102251303 -0.000107733272421591 0 -0.00203928164818857
"2002-07-19" 0 -0.000143657164731096 -3.22412126573118e-05 0.000287246663185037 0 7.47070588770406e-05 0 4.62905210401139e-05 -4.68067383621582e-05 0 3.92820152614026e-05
"2002-07-26" 0 5.63180421558377e-06 -0.000424391123362316 -1.43318932896214e-06 0 -8.56284352977477e-06 0 0.000646321163733512 -4.85324668289323e-06 0 -1.03570976950341e-05
"2002-08-02" 0 6.49096513782121e-05 0.000262072334377029 0.000183255007403517 0 -0.000128812590577698 0 0.000155039802541089 5.83528395827755e-05 0 -0.000615989948899278
"2002-08-09" 0 -0.00012504182775869 3.22980958568122e-05 0.00023819685089247 0 6.18269357039329e-06 0 3.90971737393952e-05 0.000186430909282802 0 0.000218840669160908
"2002-08-16" 0 -2.34883794196789e-05 3.39212209952997e-05 -0.00027457841639121 0 -4.51890957540757e-05 0 6.30585381949497e-05 0.000283559972110334 0 -0.000154743356649565
"2002-08-23" 0 -9.06321155361871e-05 -4.61638686090123e-05 0.000260368897878108 0 -0.00012588224266797 0 -4.81171335965442e-05 6.8694420060735e-05 0 0.00115318417607212
"2002-08-30" 0 -0.000204386581785222 -0.000475957659163942 8.29595423460691e-05 0 -1.47239183784277e-05 0 -0.000125650350713465 -4.60544828349025e-05 0 0.000916256687198445
"2002-09-06" 0 5.72005757579719e-05 0.000164050865500827 -4.11210056863601e-05 0 -6.89254187432382e-05 0 -4.48858629344051e-05 3.17089542525743e-05 0 0.000169508693862114
"2002-09-13" 0 -6.56634355654841e-05 -0.000900400134028404 -3.67938842231576e-06 0 1.75608913421877e-05 0 2.9822575476284e-05 -7.47195205764635e-06 0 -0.00062247697166929
"2002-09-20" 0 -0.000327947656459193 0.00156788606954556 0.000549121482753711 0 -0.000217076882952295 0 -7.43109783228436e-05 -0.000128178168012373 0 0.00110444488705826
"2002-09-27" 0 0.000147799000527879 0.000766323258665843 0.000180747147357222 0 7.23465424213917e-06 0 -0.000326457042440123 -5.58121849864209e-06 0 0.00010592789476889
"2002-10-04" 0 0.000150876070735877 0.000276989466535288 8.75286767342917e-07 0 5.11704389293411e-06 0 -1.06026422526544e-06 -5.82023006969682e-06 0 -4.68861564291161e-05
"2002-10-11" 0 0.000545629552077004 -0.000436934318148098 2.16083213037919e-05 0 -0.000267227905541137 0 -0.00024963697671011 -0.00032330004198386 0 0.000933851852377286
"2002-10-18" 0 -4.22168974999883e-05 1.52300339506701e-05 -5.58244990538026e-05 0 4.68329552848837e-05 0 8.3964755635639e-06 9.75405880955812e-05 0 -1.56501270941976e-05
"2002-10-25" 0 3.75548633121354e-05 -1.79389138170301e-06 4.82823818391582e-05 0 0.000127081242461419 0 4.31648643011976e-05 9.267747688304e-05 0 0.000277904760118916
"2002-11-01" 0 -4.81135258297406e-06 -3.96239487296324e-05 6.91818034300106e-06 0 0.000227639872103442 0 -0.000464499930559502 1.78202537536863e-06 0 0.000348091145284639
"2002-11-08" 0 2.41360889393806e-06 -6.63737800840085e-05 -1.35636829331288e-05 0 -0.000142962204584626 0 -0.000142080096970843 6.3535078305498e-05 0 -4.5181252816583e-05
"2002-11-15" 0 2.86167085612431e-05 1.78690359322247e-05 1.82627725732187e-05 0 7.65211371349484e-05 0 -5.02133163770711e-05 8.05832164022818e-06 0 -5.70687877567036e-06
"2002-11-22" 0 2.65263960105269e-05 2.9605762232826e-05 -1.31296071043272e-06 0 -1.32011243972401e-05 0 -0.000164399819529914 -2.25864973895204e-05 0 -4.72269858283498e-05
"2002-11-29" 0 -4.50440918474374e-05 -2.01367773175159e-05 1.881550635278e-05 0 6.00088370145949e-06 0 -0.000102501721905591 -1.01400393824817e-05 0 6.92719495548879e-05
"2002-12-06" 0 -2.03482407631843e-05 -1.75177417247062e-05 -1.01207409830923e-05 0 1.47730752269465e-05 0 8.9909519081734e-05 6.97351421772618e-05 0 -0.000159354322010282
"2002-12-13" 0 -2.85818077357019e-05 0.000151829362996244 -5.29584307627441e-06 0 5.58901154976545e-05 0 0.000483755549920559 -0.000119578881193026 0 0.00149270865557096
"2002-12-20" 0 -3.18814113952278e-05 1.13255568267052e-05 2.02368739023721e-05 0 -5.74621200663539e-05 0 -3.00745424107747e-05 0.000138282249756665 0 9.08703466257302e-05
"2002-12-27" 0 2.22717592273045e-05 0.000133829905287943 -1.4810203718834e-05 0 -2.8914459711562e-07 0 1.75330170899656e-05 5.99852932249346e-05 0 4.72142504902712e-05
"2003-01-03" 0 -0.00010805603454143 0.00035188739036022 7.43133613071707e-05 0 -0.000102026553419473 0 -0.000162233080997742 -0.0001163592626927 0 0.000653896724726891
"2003-01-10" 0 3.5115234238581e-05 -3.42623793498589e-05 3.72553665274456e-05 0 -2.69327264930977e-06 0 -3.25121753458666e-05 5.93414514284385e-05 0 -0.000551408559366299
"2003-01-17" 0 8.5303441733597e-06 0.000283256049061088 4.91738931275272e-05 0 -1.37959421977129e-07 0 -0.000437612433257378 -2.62746229532362e-05 0 -0.000176668765187099
"2003-01-24" 0 -4.1693592320564e-05 0.000201593604236539 1.69213070564706e-05 0 -2.46289457902268e-05 0 -0.000128532339893635 -4.9097963795473e-05 0 -0.000232512892251164
"2003-01-31" 0 5.95518113162259e-05 4.43461477345438e-05 6.77223129185054e-06 0 -0.000215197570852029 0 0.000105864312685699 2.43431856274623e-05 0 -0.000227471511926074
"2003-02-07" 0 -0.000127688774639592 2.57495600067317e-05 -2.85859259445556e-05 0 1.78643139483138e-06 0 -6.76107397074462e-05 0.000179036371392429 0 -9.05807978388775e-05
"2003-02-14" 0 -8.07773323861333e-07 -0.000133094926960172 2.3003093129661e-05 0 -5.23021676223014e-05 0 -2.00564192471241e-05 0.000162898225485207 0 -3.15148704057718e-05
"2003-02-21" 0 8.1107973725237e-07 9.73301174812819e-05 -0.000144434416413582 0 2.70756293494481e-05 0 4.57609671646444e-05 1.32351983790401e-05 0 -5.68738295675639e-05
"2003-02-28" 0 0.000135731322600422 5.05076182681536e-05 -4.99854075517007e-05 0 -2.38966094373606e-05 0 -0.000342923671899761 -1.30885206440165e-05 0 0.000273321072525662
"2003-03-07" 0 -5.75516011853404e-05 -0.00021762484581649 -9.80442845715387e-05 0 0.000136343022754438 0 7.01477593317174e-05 3.14822862889361e-06 0 6.24834506163363e-05
"2003-03-14" 0 4.83790867339871e-05 2.46569014124469e-07 -3.20714270326145e-06 0 0.000542849591237316 0 0.000253259547447516 -0.000101382013769065 0 -2.48098288981322e-05
"2003-03-21" 0 -7.40703825352563e-05 2.00939565668828e-05 6.37468996450323e-06 0 0.000356313756825359 0 7.70058489844238e-05 0.000173330777203379 0 0.000445853571387964
"2003-03-28" 0 -0.00015287606179556 -8.61094369749061e-05 6.93376718642464e-05 0 4.40250843423649e-07 0 0.000531322676605144 5.1501733541401e-05 0 0.00177162378769542
"2003-04-04" 0 -2.76589242644941e-05 0.000133641232926883 -0.000210429009888576 0 7.23325467139597e-07 0 -0.000477746517993034 -0.000178423219494923 0 0.000425487223542173
"2003-04-11" 0 4.92046660487398e-05 -1.61848213003581e-06 6.91656012247495e-05 0 -0.000150859377826888 0 2.90258042944968e-05 8.54194213280092e-06 0 -5.85197758920305e-07
"2003-04-18" 0 -5.57254118801402e-05 3.84827359033981e-05 1.18384156725586e-05 0 0.000127029484504219 0 8.04072834133886e-05 1.96681123860786e-07 0 -0.000307797040680095
"2003-04-25" 0 9.72997057329612e-05 -7.06501080849316e-05 0.000374986408218335 0 6.26576561669128e-06 0 3.16651417097914e-05 1.56152412555954e-05 0 -0.000492548486389762
"2003-05-02" 0 1.19425333724696e-05 1.64126586538055e-05 -2.88670561665682e-05 0 0.00029424317106914 0 -0.000218637408593784 -0.00010030297066353 0 0.000605407012876548
"2003-05-09" 2.37549276576797e-05 5.00190246190767e-07 9.73623184774397e-05 -4.22352515125496e-05 0 0.000201178805580939 0 0.000160270231000775 -3.14823492731471e-05 0 -9.69131727977391e-05
"2003-05-16" 6.75655137030466e-06 -7.67578183211961e-07 4.67307200308559e-06 -5.55480885510894e-05 0 4.08209826236166e-05 0 -0.000299708488287708 6.11025975678728e-05 0 1.28896705293581e-05
"2003-05-23" 6.67750776635024e-05 6.06677539888721e-05 2.98928753184345e-05 4.25050437384872e-07 0 -3.03757352640203e-05 0 -0.000131775830546193 -8.62094570152452e-06 0 0.000119738962618986
"2003-05-30" 0 -7.96064899902024e-06 -5.4479181750861e-06 -0.000106011226159657 0 -0.000583361511413002 0 4.59809303235639e-05 4.48142916897989e-06 0 2.34024278074539e-05
"2003-06-06" 0 -3.24642814351373e-05 -4.85026308545138e-05 -0.000145126790913581 0 0.000473081275240196 0 2.16269557573469e-05 -2.19914620588782e-05 0 -0.000406209205154133
"2003-06-13" 0 -0.000133720114854102 -3.52546707977371e-06 -2.49540326046934e-05 0 1.81242161338514e-05 0 -0.000170182333780102 -4.33605777085724e-06 0 -0.000482965251386604
"2003-06-20" 0 8.72716421953176e-05 -2.52737347676783e-06 6.81627748836087e-05 0 2.28631353989537e-05 0 -0.000199109178627106 1.06347452517667e-05 0 0.000616788985240914
"2003-06-27" 0 0.000116767866172935 -3.94204531051585e-05 -3.29436298827357e-06 0 0.000247927501781594 0 -0.000126271803583322 -0.000122694842511996 0 8.53835034247824e-05
"2003-07-04" 0 2.58557339579324e-05 -1.56839105477331e-05 0.000149807832331924 0 2.74743982150803e-06 0 -2.72524455523099e-05 0.000162774063765681 0 0.000149612882952886
"2003-07-11" 0 0.000171788172886616 4.91807018291728e-05 -0.000192651754342063 0 -3.13202762455663e-05 0 0.000117262582552906 6.1968006671611e-05 0 -3.1357086003858e-06
"2003-07-18" 0 -4.99810598485754e-05 -0.000100168975023752 0.000112076324907719 0 -0.000156748474453538 0 -4.49985874068696e-05 -0.000282803088134265 0 -0.000249868838886766
"2003-07-25" 0 -8.21132538443597e-05 2.11099096183519e-05 -3.97274701244224e-05 0 5.28540801138209e-05 0 -0.000105728387977239 0.000226720872522634 0 0.000520925425701973
"2003-08-01" 0 9.56333538412056e-05 -2.34872596659126e-05 -1.43582679333742e-05 0 7.70862535804981e-07 0 0.000612690543058612 2.96031366117574e-05 0 -3.989190843514e-05
"2003-08-08" 0 2.32872346191149e-05 -1.49891992270268e-05 0.000138712568800336 0 7.52386469374233e-05 0 -0.00137823974904444 0.000262477854291786 0 0.000159030154767046
"2003-08-15" 0 6.4166065282064e-05 0.000223391361708408 1.79738800067086e-05 0 3.35606609213005e-05 0 -0.000163623488778313 -7.52880505157097e-05 0 0.000126224400311697
"2003-08-22" 0 0.000119894747040947 -8.54239723843114e-05 0.000119021749028336 0 -0.000135144061145929 0 0.000411022643661127 -0.000135681938836485 0 -0.000200886257235549
"2003-08-29" 0 1.68439850524441e-05 7.3511267239307e-06 2.83374362129294e-06 0 7.43103998821023e-06 0 -3.49496042072058e-06 2.02004177798645e-05 0 0.000352357511389063
"2003-09-05" 0 -2.59363600682208e-05 -5.4128252076526e-05 -6.70227679906789e-05 0 -3.73784992260725e-06 0 3.03596216878652e-05 7.5537344523935e-05 0 -0.000176074741924585
"2003-09-12" 0 -3.18854166996405e-05 -7.00581907994257e-05 -0.000145232205784676 0 -4.82434780689829e-06 0 0.000124611835367695 9.4509173483528e-05 0 9.76708675952098e-05
"2003-09-19" 0 -7.78151620554313e-05 -0.000175326952525944 8.71272445401714e-05 0 -2.7601850435574e-05 0 0.000373465595150694 -6.35138684014296e-06 0 -8.96990619124818e-06
"2003-09-26" 0 1.02833725471447e-05 1.38419646032376e-06 -6.50115449618275e-08 0 4.63201360117628e-05 0 -2.75794541622608e-05 -3.09247129578349e-05 0 0.000329027393883485
"2003-10-03" -1.13090525762557e-05 -2.23767269727473e-05 -2.21030787794737e-05 6.3503892605834e-05 0 0.000123602572732119 0 0.000203802498400087 -1.32718654347914e-05 2.1517818092134e-05 -0.000299432454246735
"2003-10-10" -4.11038124047799e-06 -5.90953603374958e-06 -6.07406685883033e-05 -4.29619866737779e-05 0 4.44065075842764e-05 0 0.000142148980438193 0.0001468851198629 -7.70958290440547e-06 -1.27733555232949e-05
"2003-10-17" 1.74921460548233e-05 3.55344903647428e-07 -1.65160814648867e-05 5.27762907922844e-06 0 1.9883072963737e-05 0 -1.19596472641009e-05 -5.04232216345565e-05 0.00014910620123983 -0.000142477257192853
"2003-10-24" 0 3.06141417109443e-05 7.16062851611367e-05 3.66910865698569e-05 0 2.76050201677464e-06 0 7.52268504535928e-05 -1.72681391469618e-05 -0.000455610969184904 -0.00020880228995581
"2003-10-31" 0 0.000113506610102745 1.63800654537126e-05 1.23451568055427e-05 0 3.3910861391576e-07 0 0.000268253251545036 0.000172808395934736 -0.000101638151602631 -3.46661797792305e-05
"2003-11-07" 0 -5.2477946722048e-05 2.12389801955715e-06 0.000104901737756855 0 7.46513527790223e-06 0 -3.65135995312926e-05 1.08126733581057e-06 -8.25415261051314e-06 -4.43197346098523e-06
"2003-11-14" 0 -1.41676255562068e-05 1.77327808645843e-05 -0.000453292948822891 0 -3.11572184926657e-06 0 8.08517622066098e-05 6.09430830996085e-05 5.41618435999601e-06 0.000254568760135014
"2003-11-21" 0 -1.48101208757219e-05 8.91158900156942e-05 -2.48475456929434e-05 0 7.8200209881313e-05 0 -0.000134491828640021 1.4446271462081e-05 -9.44211772971142e-06 -2.89461650402541e-06
"2003-11-28" 0 1.99683643924072e-05 -2.25221227788346e-05 5.50343051244261e-05 0 -6.95938218432208e-06 0 -0.00041257214358847 -1.41783783368427e-05 2.77352963897168e-05 0.000250849939308466
"2003-12-05" 6.23834248277869e-05 5.25049750456354e-05 -9.54221893023604e-05 -2.47181059293727e-05 0 0.0001364017771414 0 -0.000117364404795092 0.000112124096062979 -8.03415734274951e-05 -9.1950270553919e-07
"2003-12-12" 1.34347077284547e-06 1.65193236691287e-05 1.29121298669567e-05 1.60251710664646e-05 0 -0.000186709403652972 0 -0.000132970082637684 -1.4191915206369e-06 2.40024132639897e-05 0.000405483070384851
"2003-12-19" -3.56201604754721e-05 2.07292087021443e-05 0.000193631662911723 4.50261319850252e-05 0 -3.05654411043044e-06 0 -0.000301696416963396 0.00012926242837405 9.58322981671427e-05 -9.14550817557777e-05
"2003-12-26" 0 4.58621858373857e-06 -0.000127595413953278 0.000167094078648471 0 -6.7609622784663e-05 0 -0.000344392486400785 7.47262011387416e-06 9.74857360019462e-05 0.000258293009030559
"2004-01-02" 0 6.23569959623303e-05 3.73184599139407e-05 8.97061703512517e-05 0 4.65202171110878e-05 0 0.000125221428167537 -4.30668925437643e-05 0 -3.38937731842922e-05
"2004-01-09" 0 1.04406851781629e-05 -1.00377846817381e-05 5.85681249577896e-05 0 1.61289214767848e-05 0 5.85389379300197e-06 5.16637702539169e-05 -1.49600896438328e-05 -9.74557720469775e-06
"2004-01-16" 0 6.233398622337e-05 7.96775216673442e-05 0.000171176375687489 0 -8.03116161476452e-06 0 2.14015717686839e-06 -5.10713071384208e-05 2.10148198072238e-05 -0.000306280942049601
"2004-01-23" 0 -3.10885332904007e-07 1.46893229580812e-05 2.20670683879693e-05 0 5.70332148507159e-05 0 -4.78744772533893e-07 2.07615949576558e-05 2.91899556844282e-06 -9.27821443795906e-05
"2004-01-30" 0 1.74313685814909e-07 -0.000143531632289817 -0.000127657306972865 0 -5.56198231515954e-05 0 7.1508991785539e-05 2.53373327428532e-05 1.96593377045936e-05 0.000141758498051062
"2004-02-06" -0.00010843985230722 -6.79746701604772e-05 9.04879700690501e-05 -3.17084391801153e-05 0 -0.000108803562506612 0 0.000162628850923299 -7.73111452974774e-05 9.26751576541098e-05 6.14008050608338e-05
"2004-02-13" 1.61822006064507e-05 -3.75685812664982e-05 1.0897503808662e-05 -3.86076629569898e-05 0 -1.7677257766272e-05 0 -0.00025662783091534 -3.30102665189105e-05 4.74903916677077e-05 0.00019341366879802
"2004-02-20" 4.34931640134781e-05 0.000127287933580206 4.95798337642781e-05 0.000137481634050855 0 6.69008694594091e-05 0 -0.000232238079165971 0.00055719074549654 -4.68213743545137e-06 -7.39821206235573e-05
"2004-02-27" 2.04220104981272e-05 -0.000597691807173459 -6.94555697411614e-06 -5.94959458206882e-05 0 0.000229441667272416 0 -1.39469213184595e-05 0.000443007742604299 3.84050917453447e-06 0.00024705353232881
"2004-03-05" 9.02468817276009e-05 -6.69425147743499e-06 -2.0880733392558e-05 -1.32763542380965e-05 0 0.000177014695785622 0 8.71889312662047e-06 2.7088784630192e-05 -1.34593693297897e-05 2.98734734558277e-06
"2004-03-12" 7.34508538452009e-05 4.24391170545532e-05 -1.78196145851284e-06 4.27698007157742e-05 0 -6.68641043552525e-05 0 5.55923236441509e-05 1.77817538862807e-06 3.23145464725144e-06 -4.54379558432356e-05
"2004-03-19" -0.000157187793386529 -3.96886225973714e-05 -2.51773092738676e-05 0.000167634922430863 0 -5.45873830646267e-05 0 -2.6411281467352e-05 0.000133161343921576 1.27753522450387e-05 0.000166815086999735
"2004-03-26" 0 -9.33140638509444e-05 -5.11212305542411e-05 -6.3517175654448e-06 0 -4.6424719896605e-05 0 0.000196894871241955 -1.28195505960563e-06 2.44324415504804e-05 3.47601910794015e-05
"2004-04-02" 0 -2.64438506153187e-05 0.000116154032591116 0.000104844716515048 0 -0.000102268972601283 0 -0.000230116570121768 8.9357685019046e-05 7.88063831229278e-06 0.000215083360288029
"2004-04-09" 0 -1.53263807612444e-06 -3.29495806199005e-05 -0.000135613653006942 0 6.58933919080125e-06 0 8.11779472375953e-05 1.94824348032035e-05 3.51093991911672e-05 2.78744016689323e-05
"2004-04-16" 0 0.000169740696992851 -3.41685719091705e-05 -0.000164808510748835 0 0.000163651432460863 0 -0.000194567143464806 0.000198064486179808 5.94896110983853e-05 -0.000355514412536822
"2004-04-23" 0 -0.000113463759724155 -6.57213100000791e-06 -4.97997200107406e-05 0 -5.6829276082992e-05 0 -0.000177800680573141 0.00017588226280726 0.000207916756754573 -0.000299396185953805
"2004-04-30" 0 0.000111984463847181 -4.36628410085929e-06 -0.000190356998084144 0 -1.46849938202627e-05 0 -1.24597958948895e-06 -3.56261758852351e-05 2.67648492746555e-06 0.000204653710510889
"2004-05-07" 0 -2.33296893938535e-06 -3.32695705900791e-05 -5.64839120650066e-05 0 0.000139784529095186 0 9.00794824493716e-05 -8.57079269227133e-05 3.36483203877742e-05 0.000124149136567066
"2004-05-14" 0 -6.89953413003574e-05 0.000191641886532768 -0.0002959502009196 0 0.000154504314459921 0 -0.000942836093690786 4.30123425811981e-05 5.40718091728631e-06 0.000882743686769115
"2004-05-21" 0 0.000194854440205948 3.31446934111176e-05 1.12085771608083e-06 0 6.05962100006019e-07 0 -6.13314934092817e-05 -2.17957540723602e-05 -2.05917709496146e-05 -0.000224958550646912
"2004-05-28" 0 -1.08104538655507e-05 1.35719065093569e-06 -3.09509901670591e-05 0 7.77100263724403e-05 0 -6.21275288750751e-06 6.36374889577537e-05 0 -1.12675581553189e-05
"2004-06-04" 0 3.40822053234563e-08 4.09082191178022e-05 1.99327587604317e-05 0 -0.000271859455245337 0 1.72159570129297e-05 -8.28257602070003e-05 0 2.27813346184911e-05
"2004-06-11" 0 1.05329976903503e-05 -1.98874466165267e-05 4.01569549188462e-05 0 -3.6967638874168e-05 0 0.000101131355692629 4.91208559614283e-05 0 1.1713369603995e-06
"2004-06-18" 0 3.94043816756187e-05 -3.65691921745113e-07 -5.37622094977756e-05 0 -1.40706061064129e-05 0 -0.000173870513496159 0.000237403789556161 0 0.000116800323860185
"2004-06-25" 0 -9.73159563200937e-06 -8.07401948839115e-05 8.62351956272969e-06 0 -5.0105878958696e-07 0 5.94108886832051e-05 5.8450215561677e-05 0 2.83411269258219e-06
"2004-07-02" 0 -9.88729503824621e-06 0.000127568887201069 8.38114078645581e-05 0 -2.73987359645282e-06 0 -0.000355720720742765 8.06155413835282e-05 0 0.00014527428491013
"2004-07-09" 0 -0.00021842179248672 3.25392442323072e-05 -4.78699025274798e-05 0 -0.000242088741492148 0 2.47854912409165e-05 -9.44078558724201e-05 0 0.000217837400768012
"2004-07-16" 0 -8.53604277000073e-07 2.97275793561478e-05 2.4740435154421e-05 0 0.000122010060997586 0 -0.000262530858023991 0.00012360731456312 0 -0.000282440383511833
"2004-07-23" 0 -6.26800989142114e-05 5.08267777786701e-06 -5.74980327726887e-05 0 2.78909524862342e-05 0 -5.06498193177303e-05 -4.35850669456994e-05 0 0.000388534289809768
"2004-07-30" 0 2.790890933238e-05 -2.29257641695477e-05 -5.096234415213e-06 0 2.73961971576448e-05 0 -0.000374514472286114 4.16155842289869e-05 0 -0.000226753520467922
"2004-08-06" 5.05009106225072e-05 -2.68965744935484e-05 -7.05249173565469e-07 9.39553425113234e-05 0 -6.66728827770121e-06 0 -0.000391138232465379 1.33600780617066e-06 0 0.000619447336745462
"2004-08-13" -8.28656589589258e-05 4.42435848626727e-05 -4.11629764209598e-06 8.00416493260465e-05 0 7.33351762465287e-05 0 -1.97077591286875e-05 3.88808334515716e-06 0 0.000116970793681085
"2004-08-20" -7.05811064780923e-05 -3.4360351000175e-06 8.19520211600358e-06 -3.41223710169414e-05 0 1.42217833302074e-05 0 2.14537076235208e-06 2.26327273969378e-05 0 -7.93704881109622e-05
"2004-08-27" -1.59886900134148e-05 2.01137015875238e-05 -1.27988305311817e-05 1.3957435709743e-05 0 1.49183030468925e-06 0 0.000125464706588076 -4.18361195201891e-05 0 -0.000133573162568494
"2004-09-03" -2.82639055795202e-05 3.74613135899778e-05 -8.5696694549947e-05 -0.000200214995912964 0 -8.58670602471403e-05 0 4.39452651299104e-05 3.54947614882573e-05 0 0.000501024888825069
"2004-09-10" 0 -4.91989207585114e-06 6.60227972420634e-05 5.67401784415731e-06 0 -1.4422725596413e-05 0 -4.95543010395915e-05 3.24064193065863e-05 0 8.0901512290585e-07
"2004-09-17" -7.84242843431841e-06 -2.72948042902378e-05 -0.000220255348643577 3.46151474587408e-05 0 0.000182320977208738 0 4.81531548146688e-05 2.22078985909004e-05 0 -0.000105311512110789
"2004-09-24" -3.58098616444509e-05 8.38995381576855e-06 -1.24339902933153e-05 -1.04318214346113e-05 0 -4.46373704753534e-06 0 4.2150984880641e-06 -1.60508248323785e-05 0 -8.73297809460344e-06
"2004-10-01" -8.16180939915639e-06 -1.13120655129833e-05 6.66200113992704e-05 8.85430102411815e-06 0 -1.36507018206285e-06 0 -4.72614940360641e-05 -4.97951644277814e-06 0 2.01457898985514e-06
