"Consumer.Discretionary" "Consumer.Staples" "Energy" "Financials" "Health.Care" "Industrials" "Information.Technology" "Materials" "Telecommunication.Services" "Undefined" "Utilities"
"2002-05-17" 0 -2.16735975105773e-05 -3.29871098185608e-08 4.18908462824963e-07 0 -3.98841106352019e-06 0 4.00107064432766e-07 6.33509940070174e-08 0 -1.67655742947534e-05
"2002-05-24" 0 5.05511599673292e-05 -6.44178303173177e-09 -1.72887175736984e-05 0 -2.42426273356716e-06 0 -4.02942303089594e-05 -2.04294448307592e-07 0 -1.38790221854201e-05
"2002-05-31" 0 -5.47429013927816e-06 -1.09212206324549e-07 0 0 -3.63970279612128e-06 0 -3.41131802156415e-06 -6.85145919613093e-06 0 8.8315452520286e-06
"2002-06-07" 0 9.63853997999191e-07 -2.10946463524535e-07 0 0 -8.053559085595e-06 0 1.57191116283977e-05 -5.28923465042811e-06 0 -9.9901807391553e-06
"2002-06-14" 0 2.69960310790148e-05 3.21342944361882e-07 0 0 2.48920383010672e-06 0 0.000115972488797236 4.93558849615836e-06 0 1.21921051385585e-05
"2002-06-21" 0 3.12167305452494e-06 2.9442132979529e-08 0 0 7.9240096797398e-07 0 -3.27190650748853e-05 -2.72136585654034e-06 0 5.18485964845979e-05
"2002-06-28" 0 1.23284328789131e-05 -1.91526119749962e-10 0 0 4.39932180203609e-06 0 1.06714973138245e-05 -3.22782890287271e-06 0 -2.72266428289286e-05
"2002-07-05" 0 -2.3091323007323e-05 2.30621057493683e-09 0 0 2.42330133634482e-06 0 2.5816438885346e-05 5.84112149532714e-06 0 -3.1351291825688e-05
"2002-07-12" 0 -1.83651202145657e-05 -1.05447002738606e-07 0 0 -3.4196127946128e-06 0 8.74199050887067e-05 -9.12698412698415e-06 0 -9.38945215188833e-06
"2002-07-19" 0 3.68593615188411e-06 2.32326474705498e-07 0 0 1.06656862531243e-05 0 -0.00012422054139854 1.47311413178072e-05 0 2.35004036911913e-05
"2002-07-26" 0 3.88631719001511e-06 -1.70948281264527e-06 0 0 -2.22360729235191e-06 0 0.000104414338414176 -3.06079802224043e-06 0 2.18714566265104e-05
"2002-08-02" 0 2.37706771301269e-06 1.4681955405891e-06 2.55081241470802e-06 0 1.92502239611353e-06 0 9.03743741003754e-05 -7.29939105298744e-07 0 4.79317995598625e-05
"2002-08-09" 0 1.07927063422482e-05 -3.4562192673033e-07 -1.55264565871383e-06 0 -1.0992318821256e-06 0 7.22610550253327e-05 5.78176703707031e-07 0 6.34551806452324e-05
"2002-08-16" 0 1.46887576783269e-06 9.93451849604199e-08 -2.5561991872535e-06 0 5.23243937782076e-06 0 8.53584368216245e-05 1.55043286340064e-06 0 6.19287967044074e-06
"2002-08-23" 0 3.33551879140042e-06 -1.88746043909497e-07 9.86788836302411e-06 0 3.60281976510275e-05 0 0.000147670850214897 5.52117101022807e-07 0 2.67439819487738e-06
"2002-08-30" 0 2.08487372827891e-06 3.46561159895748e-08 7.02658312824048e-06 0 5.05908295533181e-06 0 1.35762752958688e-05 6.13584355156387e-07 0 1.57735559977449e-06
"2002-09-06" 0 9.18881739568782e-06 -9.10080861573324e-09 4.46684403142736e-06 0 5.31166413354672e-06 0 2.43450564915547e-06 5.79782242070872e-06 0 -3.2145857927474e-06
"2002-09-13" 0 -7.3090161187646e-06 -7.79406329635572e-08 -5.66372679355946e-07 0 -2.07096869559811e-05 0 -0.000148300584080965 3.56439276326489e-06 0 -1.90352531139796e-05
"2002-09-20" 0 -1.81176968894768e-05 3.36858839921103e-07 3.71835963815091e-07 0 1.12048628919571e-05 0 0.000119520768738175 -6.28371369881645e-07 0 -2.13326191231532e-05
"2002-09-27" 0 -1.99855743456713e-05 6.22245148258935e-07 3.70871543176713e-06 0 -3.26959327750583e-07 0 6.04151795966451e-05 3.89209846799594e-07 0 1.54030603108554e-05
"2002-10-04" 0 3.91102038440043e-06 -5.78847355255235e-07 6.18550913474322e-06 0 2.85210428785875e-07 0 -4.45496897216973e-05 -1.48749241881467e-06 0 5.83587576080135e-07
"2002-10-11" 0 -5.62553091936613e-06 7.68907331443549e-07 -8.66564605417269e-06 0 9.51251078515966e-06 0 7.13258851415623e-05 -4.50749349993071e-07 0 -2.17802503722235e-05
"2002-10-18" 0 -2.28094934734918e-05 6.72621994579233e-07 -6.32868878757238e-06 0 -1.51988987863628e-05 0 -3.81873176738691e-05 -8.09853705232262e-07 0 1.02334724633684e-05
"2002-10-25" 0 1.64371939500395e-05 -6.21843469788038e-07 4.25530521206415e-06 0 1.60951793626352e-06 0 4.0309727832404e-05 -1.28610649028678e-05 0 1.55616020218786e-05
"2002-11-01" 0 1.20566273646946e-05 1.59979177238631e-06 1.92635101115764e-06 0 9.43791855789506e-07 0 -5.5338201803291e-05 6.46647248280184e-06 0 6.8692083969603e-05
"2002-11-08" 0 3.77262795027084e-06 1.73656293527876e-06 2.82085341040858e-07 0 -4.93957814131888e-06 0 2.75796170747876e-05 1.18636536319085e-06 0 -7.92885765472986e-05
"2002-11-15" 0 -1.42451630334311e-06 -4.90613664691244e-07 1.09627170390781e-06 0 7.84354043984063e-06 0 1.2166171079841e-05 2.84863164045407e-06 0 5.09324073381836e-05
"2002-11-22" 0 6.61648529534484e-06 4.18781256910922e-07 -4.10102892663263e-06 0 -3.3464216671177e-06 0 -8.59383317669534e-06 -2.28849619893881e-06 0 2.46751314304314e-05
"2002-11-29" 0 1.45244635140666e-06 -1.87437768057235e-07 1.88573957609537e-06 0 2.4106326766556e-06 0 1.63939960812018e-06 3.25406462939492e-07 0 4.67674190741718e-06
"2002-12-06" 0 1.99728282257431e-06 -3.38651813808558e-07 4.57121327543592e-06 0 -1.51696503065416e-06 0 -4.98625561343883e-05 1.43690960860053e-06 0 -4.89558577975841e-05
"2002-12-13" 0 3.25808860364812e-06 1.04102929797132e-06 -2.63519063662828e-06 0 4.00176511699476e-05 0 -1.69031408585792e-05 4.68612003299432e-06 0 6.70373263113997e-05
"2002-12-20" 0 4.03527639964563e-06 -1.25326249601447e-07 -2.6557902791344e-07 0 1.00444424875616e-05 0 -5.00372468543591e-06 -2.0207411933434e-06 0 -1.99215851430657e-05
"2002-12-27" 0 -2.46289970978471e-06 -4.84437430397122e-08 2.28485951664697e-06 0 -1.06985690369055e-05 0 -6.47377806985884e-05 6.71944078821539e-06 0 -6.10589421990436e-06
"2003-01-03" 0 1.0664252314536e-06 -1.51343138028733e-07 1.1397639622448e-05 0 3.98303020837312e-06 0 5.54441230825399e-05 1.12333424260391e-05 0 -2.28544525393124e-05
"2003-01-10" 0 -1.35994842722645e-05 1.98410953635624e-07 4.37001436947325e-06 0 -1.68257817268623e-06 0 -6.119174590131e-06 -4.43520371482961e-06 0 -5.14309742145757e-05
"2003-01-17" 0 3.33434525178983e-05 1.99765704195555e-07 4.51138513341613e-08 0 3.44398205738305e-06 0 1.278369867479e-05 4.93135507133252e-06 0 4.25104567170663e-05
"2003-01-24" 0 -1.79829998090036e-05 1.13431433642031e-07 -6.40801227993341e-08 0 -8.9542259388499e-06 0 -4.20175591329728e-05 1.09021050273634e-05 0 3.27187019907025e-05
"2003-01-31" 0 -1.00632125341928e-06 5.10888840091698e-08 6.64043126311342e-06 0 -3.0969833704597e-05 0 5.19078201827036e-05 -6.76201599770111e-06 0 5.45871670592378e-05
"2003-02-07" 0 9.18589867503863e-06 2.078499164991e-07 -5.6808461809623e-06 0 3.9911201025894e-06 0 -6.06133427529946e-06 4.87568572592054e-06 0 5.09828749419784e-05
"2003-02-14" 0 -1.78342723347878e-05 -3.25710669713821e-07 2.63470824104209e-06 0 2.28447870802259e-06 0 1.39839626654376e-05 3.54186831220579e-06 0 -2.15814342978755e-05
"2003-02-21" 0 -4.21116567464161e-06 3.25894226129361e-07 1.02474015019882e-06 0 -1.61884116711101e-05 0 2.06952642413169e-05 4.64027699215138e-06 0 -1.82433755239933e-05
"2003-02-28" 0 7.54448616594418e-06 4.31801144846546e-07 2.30990168754022e-06 0 -1.55970559511121e-05 0 -3.18952989936821e-06 -2.58324730200586e-06 0 8.47419741203539e-06
"2003-03-07" 0 -1.61026267082659e-05 2.17912980345525e-07 -7.60505349363417e-06 0 1.33276935435756e-05 0 -4.29448644177824e-05 -3.03541982185703e-07 0 -4.83273845690171e-06
"2003-03-14" 0 7.7913180725456e-06 2.40257198988605e-08 6.52591787086171e-06 0 7.56814767378574e-06 0 -4.21069580378475e-05 4.02983170641285e-07 0 3.79819948261652e-05
"2003-03-21" 0 -1.55409852610907e-06 2.01871687638155e-08 1.74313354130444e-06 0 1.38391120742346e-05 0 -0.000182236982361927 3.18477585528076e-06 0 1.09397104324632e-06
"2003-03-28" 0 8.6395600232516e-07 -6.02061440768752e-10 4.5883065724455e-06 0 9.44962074089425e-06 0 4.20221999603063e-05 1.66505185862325e-05 0 6.20951343802949e-05
"2003-04-04" 0 -1.10123087157945e-06 -4.46611299028584e-10 -1.64310640907074e-05 0 0 0 5.02744379597639e-05 1.33253056320672e-05 0 7.99013080860706e-06
"2003-04-11" 0 -9.46820743573188e-07 3.38074395733801e-08 5.61883963936566e-06 0 0 0 2.40739721293068e-05 1.8101197823878e-06 0 -3.99371896922974e-06
"2003-04-18" 0 -2.86657658703263e-06 3.5742783093722e-08 1.17315393070645e-05 0 0 0 -4.64961603239196e-05 1.95920074662385e-07 0 1.79893380474348e-05
"2003-04-25" 0 9.4175738753649e-06 1.6356493610056e-08 -1.98972087526746e-06 0 0 0 -6.77991237489574e-06 -9.05454919906929e-07 0 -2.8500395776489e-05
"2003-05-02" 0 1.64793598861198e-05 2.14794210293138e-09 5.89205934418025e-06 0 0 0 7.54394139355649e-06 -6.83574151143925e-06 0 6.68903060607649e-05
"2003-05-09" 0 1.68591410562734e-05 2.06684712482175e-10 9.59117685458589e-07 0 0 0 2.28560175409768e-07 4.64501103811191e-06 0 9.53029957835415e-06
"2003-05-16" 0 -1.23248054068406e-05 -2.4358116298315e-09 -1.25030567016377e-06 0 0 0 -9.42063165847473e-05 1.40572077189181e-06 0 -1.45319650105982e-08
"2003-05-23" 0 7.50348258479143e-07 1.89372168876513e-07 -5.66396389259068e-06 0 0 0 -1.19042105575134e-05 -2.05007772839646e-06 0 -4.52368728813211e-06
"2003-05-30" 0 1.1160029968301e-05 -2.40814386008885e-08 1.07133844247436e-06 0 0 0 -7.84935819452873e-05 4.41921149980698e-06 0 2.1442573510009e-06
"2003-06-06" 0 5.38655073104052e-06 -2.32463553442539e-08 -5.40529409895562e-06 0 0 0 8.75060799891458e-05 5.02567390426392e-07 0 -1.98020312966988e-05
"2003-06-13" 0 2.09498501618275e-05 1.41498110684231e-07 -8.62186247156052e-06 0 0 0 6.54743357427715e-05 9.17878981795425e-07 0 2.86059300762106e-05
"2003-06-20" 0 4.80346771426159e-05 -3.3984318115217e-08 9.38823622352048e-06 0 0 0 6.97080012776069e-05 7.30489938806215e-06 0 -1.74933002395793e-06
"2003-06-27" 0 -1.83952398294428e-06 2.8333588330189e-08 -2.40591177826395e-06 0 0 0 1.80627119666154e-05 -2.2504357354414e-06 0 7.66481880404596e-06
"2003-07-04" 0 -1.53078168060779e-06 -2.79368650239173e-07 -2.62775089873212e-07 0 0 0 -5.16156797480707e-05 -6.35763806739707e-07 0 1.51795719840954e-05
"2003-07-11" 0 3.76312736106242e-07 6.79055389770944e-08 1.60777335749096e-06 0 0 0 3.96299561168127e-06 9.33142222278916e-07 0 -3.14915554309689e-06
"2003-07-18" 0 -1.8812263855879e-05 -3.44759515979482e-08 -9.38375432318766e-06 0 0 0 -7.94645470581406e-05 -3.04124749077882e-06 0 5.85296574413006e-06
"2003-07-25" 0 3.04662626341705e-05 7.92844749692714e-08 8.38266853434648e-06 0 0 0 0.0001359046472719 7.35684384576436e-06 0 2.67960464917323e-05
"2003-08-01" 0 1.32821676646008e-05 -3.80551752700063e-08 -1.22287399550744e-05 0 0 0 1.2322708640207e-05 1.67817765052216e-06 0 1.19046675711134e-05
"2003-08-08" 0 7.62633568138939e-06 2.67990407889909e-08 2.98965065653728e-06 0 0 0 -4.75383451096631e-05 4.05808631747943e-07 0 2.76785875035726e-05
"2003-08-15" 0 -9.10026986591567e-06 -5.21850697628095e-08 -4.76087434950523e-06 0 0 0 6.6217588173551e-06 1.49620927032741e-06 0 -9.44218848765255e-06
"2003-08-22" 0 8.45783495299901e-08 -1.27087525025292e-08 1.66102177127229e-05 0 0 0 6.814358300933e-05 -8.44858137031812e-07 0 1.6446072179971e-05
"2003-08-29" 0 -1.54124508821751e-05 1.67309338913364e-08 -1.68028611841308e-05 0 0 0 9.58108208173939e-05 -1.18480742704921e-06 0 -1.39654161318318e-05
"2003-09-05" 0 -6.85844697878454e-06 -1.57275715206995e-07 6.39573177377697e-06 0 0 0 -8.74311790424014e-06 -7.36392264268497e-06 0 -7.1709710831822e-05
"2003-09-12" 0 5.03402051000782e-06 2.72126248592649e-07 -1.15809699286218e-06 0 0 0 2.88084908341484e-05 7.58196600478741e-07 0 7.00423376755321e-05
"2003-09-19" 0 9.68375897464598e-06 -6.98053741088828e-08 2.2615399760403e-06 0 0 0 0.000100995871636116 -1.34533375891586e-07 0 -2.78554797921467e-05
"2003-09-26" 0 -8.15560070603952e-07 2.28191034350759e-08 -4.16716954907191e-07 0 0 0 4.16131362665855e-06 1.20878406192992e-06 0 5.29857111184476e-05
"2003-10-03" 0 2.61971026649222e-08 5.40228482237711e-08 3.11025898875604e-07 0 -4.54900153244383e-06 0 -3.0047568429689e-06 -9.80208841416604e-07 0 -5.58922184936584e-05
"2003-10-10" 0 3.21799436295302e-06 1.00195062263629e-07 6.11051397666677e-07 0 -1.12265723113773e-06 0 8.40043834834896e-07 -7.92910768275502e-07 0 3.10685093851982e-05
"2003-10-17" 0 2.32152704198513e-07 -5.90576242028036e-08 7.37301564849887e-06 0 -7.41638736931806e-07 0 7.53817111027278e-05 -4.49477332905398e-06 0 -3.53801352325995e-05
"2003-10-24" 0 8.46858101975729e-06 1.50655844754205e-08 2.86226026944172e-06 0 -1.43874450755082e-06 0 5.65622513607071e-05 9.74895592554671e-06 0 3.77171026776882e-09
"2003-10-31" 0 2.81226289089558e-06 2.98913350082038e-08 -5.35077197760247e-07 0 0 0 7.20649116586272e-05 8.11081310554799e-06 0 5.70165619608729e-05
"2003-11-07" 0 -2.7167095217468e-06 -6.94963856781664e-09 -1.08234826566193e-05 0 0 0 7.20565154089389e-05 2.44958086731981e-06 0 1.15690965202861e-05
"2003-11-14" 0 -1.13612169390753e-06 1.78957746635352e-09 -1.40221822005802e-05 0 0 0 5.01681453996549e-05 5.68678635464906e-06 0 -8.37772329193785e-06
"2003-11-21" 0 -2.90358324255918e-06 -4.19891519722436e-08 5.06488806978781e-06 0 0 0 0.000162372221761542 -3.24601220176568e-06 0 -8.89144718126212e-06
"2003-11-28" 0 -2.62536578965361e-06 -1.89933509210858e-07 -2.15362890632001e-06 0 0 0 -0.000112972426915292 3.56081611195909e-06 0 4.23185541521378e-05
"2003-12-05" 0 6.84602092731789e-06 2.322489966509e-08 -1.84084814324729e-06 0 0 0 6.64904143326784e-05 -6.78769585179932e-06 0 4.7798472861376e-05
"2003-12-12" 0 1.65384976716075e-06 -1.59695233587994e-08 -6.88064442445481e-06 0 0 0 -2.95913507607178e-05 5.47387557853648e-06 0 -2.3758768298897e-05
"2003-12-19" 0 2.16543157907233e-06 1.65605393396366e-07 -6.72979152486801e-07 0 0 0 -1.46506567387075e-06 -5.05636124806585e-06 0 5.69438471701703e-05
"2003-12-26" 0 -3.16131421443602e-06 3.60720688183122e-07 3.46502567682451e-06 0 0 0 -3.14269900196898e-05 -6.62183610157265e-06 0 9.85394107262017e-06
"2004-01-02" 0 -6.77532409589482e-06 -2.9612075189937e-08 4.66690244617409e-06 0 0 0 5.46290247566863e-05 4.3181332579717e-06 0 -0.000268843942276825
"2004-01-09" 0 4.32817514792879e-06 1.53596162850066e-08 3.39987256982348e-06 0 0 0 1.2153029451375e-06 -1.93494574416133e-06 0 4.96141662027071e-05
"2004-01-16" 0 -2.00777888373563e-06 5.73529181668187e-08 -1.22766738630538e-05 0 0 0 -4.45393536417227e-05 -2.20415743821604e-06 0 -3.35478791785052e-05
"2004-01-23" 0 -1.46480980389267e-06 -1.65844699375638e-08 2.14801988134748e-05 0 0 0 2.2153873825172e-05 3.13249884608534e-06 0 -3.01253849120347e-05
"2004-01-30" 0 2.50337525100575e-06 4.37525210796938e-08 1.32277040310527e-05 0 0 0 5.18263973482035e-05 3.52053974332269e-06 0 0.000239249042547819
"2004-02-06" 0 7.98080236362016e-07 -1.2786689927858e-08 6.36201967482785e-07 0 5.7319308295904e-07 0 -2.07178583021437e-05 5.57217569532878e-07 0 7.57891620566453e-06
"2004-02-13" 0 -2.84274395768439e-06 -8.30890510619504e-10 -6.87269607145222e-07 0 -5.08109326522837e-07 0 0.000105469945704397 -2.88639106135835e-06 0 8.1134583729287e-06
"2004-02-20" 0 2.66976178294404e-05 2.59251130662299e-09 7.43177273063478e-08 0 -1.76528195029882e-06 0 1.74479957706903e-05 1.04598371579265e-05 0 8.34433004551111e-05
"2004-02-27" 0 -1.91409327418923e-05 4.16702497327248e-08 -6.92033134563085e-06 0 5.10226302130709e-06 0 -5.89249098223111e-05 -1.39189880746019e-05 0 2.24129667379457e-05
"2004-03-05" 0 6.72917552212741e-06 -2.21092679340004e-07 -3.65803938623611e-06 0 0 0 6.14055846754036e-06 1.44690827089156e-06 0 3.76071110171096e-06
"2004-03-12" 0 -3.67360850331543e-06 9.44796490421976e-08 -2.93943274350162e-06 0 0 0 2.01905649407312e-05 -5.89249707389191e-07 0 -6.97579140844552e-06
"2004-03-19" 0 3.3580059677311e-06 1.16699604344767e-08 2.27452892658199e-05 0 0 0 1.82483585368281e-06 -3.05362386250861e-07 0 1.97161573913388e-05
"2004-03-26" 0 -6.06346794259517e-06 -2.66756390583281e-08 3.44546498727983e-05 0 0 0 3.59991495393117e-05 -3.95414509736476e-07 0 3.98707693998557e-05
"2004-04-02" 0 2.66306057593266e-09 2.9441349624451e-07 3.2937146325218e-05 0 0 0 -3.47245516824099e-05 1.19134673736614e-06 0 -6.08319873197765e-06
"2004-04-09" 0 -2.37201574234124e-06 1.02941229212112e-07 -1.62355537676818e-05 0 0 0 -1.30075428171301e-05 2.29936078343157e-06 0 -1.02303114976191e-05
"2004-04-16" 0 -2.08057338015713e-05 -5.37347096301485e-10 3.35188913329086e-06 0 0 0 5.93813517702289e-06 -1.77046179856527e-06 0 2.61383399613865e-05
"2004-04-23" 0 -1.07470222537404e-05 -2.01535639523097e-09 3.88037067248466e-07 0 0 0 -6.11097508337442e-05 -2.36920335920973e-07 0 -1.6023932733482e-05
"2004-04-30" 0 -4.9097954890756e-06 6.05788323606815e-07 1.09867959873174e-06 0 0 0 -8.77342457279361e-05 4.50836095578909e-06 0 0.000104924647852846
"2004-05-07" 0 1.87846564724606e-05 4.04733583195532e-07 2.02047693410229e-05 0 0 0 2.47548571004915e-06 1.45459978477669e-06 0 -1.11169996725451e-05
"2004-05-14" 0 4.04377821916811e-05 1.35850199878118e-07 8.50010205854214e-06 0 0 0 0.000291719862412718 -3.5847990075969e-06 0 8.70367774779229e-05
"2004-05-21" 0 1.05074426374162e-05 -7.56357560794057e-08 2.36390719062688e-06 0 0 0 -5.41323524654726e-05 -4.42183766552159e-06 0 2.92632672043037e-05
"2004-05-28" 0 5.54679896712149e-07 -6.14650786650493e-08 -1.12551235629029e-05 0 5.40685610289812e-06 0 6.24959194584755e-06 -2.8200157660389e-06 0 1.21839183240556e-06
"2004-06-04" 0 3.69788686310731e-06 1.2640019055256e-07 3.18318907147134e-07 0 2.80861592309702e-07 0 -6.57466715873141e-06 4.22608599630091e-06 0 2.53345392779818e-05
"2004-06-11" 0 7.57512090866007e-07 2.59020439518885e-08 3.49848349649679e-06 0 5.57955360148394e-08 0 6.79666843617829e-05 -1.65709859542994e-06 0 5.42163399053237e-05
"2004-06-18" 0 2.60034068651198e-05 -3.0266313124198e-08 -9.5534114663918e-07 0 -8.52114941408655e-07 0 6.28744252984725e-05 6.35835975934884e-06 0 4.77386580049008e-06
"2004-06-25" 0 1.112813542867e-05 -3.81564397086718e-08 2.04673924375157e-06 0 -4.20246900267745e-08 0 -1.9816103556819e-05 1.54457467877735e-05 0 1.04769422106276e-05
"2004-07-02" 0 4.19834824302005e-06 2.41073592546452e-08 -3.82892430138969e-06 0 -4.04059289676161e-08 0 3.50225517633862e-06 3.55196394404241e-07 0 -1.92379626685102e-05
"2004-07-09" 0 3.47093111107406e-06 7.45693619107132e-08 -2.9515084943121e-06 0 1.48396912435869e-06 0 5.80292307849629e-06 1.43889032777921e-06 0 -1.63488897422064e-05
"2004-07-16" 0 5.24882193038361e-06 -5.98552648332565e-08 1.89149928702852e-08 0 1.61876180076943e-06 0 -2.42259829077497e-05 -4.1830597386153e-06 0 -2.30423077707645e-05
"2004-07-23" 0 8.41623842530847e-06 1.06339677085029e-07 -3.965337957928e-06 0 3.37542155851188e-06 0 5.94655582978378e-06 -4.97480800009815e-06 0 2.88310050356264e-05
"2004-07-30" 0 3.9435050079557e-06 1.63064847042463e-07 2.37896367596562e-06 0 1.76744154239295e-05 0 -5.346252520855e-05 -3.4621826419774e-06 0 -2.51720928672655e-05
"2004-08-06" 0 -6.19032360672576e-06 7.2488289736505e-08 -1.95212195387029e-07 0 -2.94587045557968e-06 0 4.57684679104253e-05 5.38998686307215e-06 0 5.05030854017596e-05
"2004-08-13" 0 9.94896846888489e-06 5.84920886307032e-08 -7.43806900518912e-08 0 -2.12403976528931e-06 0 -0.000110625671360032 4.10952185449812e-06 0 7.08506727039131e-05
"2004-08-20" 0 -2.22662102241744e-05 2.71165384734669e-08 -2.05754452539712e-06 0 -6.37362806041685e-08 0 -8.38921209714451e-05 1.90305187212447e-06 0 -1.02591820669683e-06
"2004-08-27" 0 1.14857497749987e-05 -4.31682610761369e-08 7.23197062160402e-07 0 -2.99902836939508e-08 0 -2.66461554961784e-06 3.79039490086477e-06 0 6.62035196015165e-06
"2004-09-03" 0 2.37055997600699e-05 1.46334908411143e-08 -2.2209492676558e-06 0 -5.95791961189122e-06 0 1.79977114219352e-05 2.74280935528488e-06 0 4.58879354030534e-05
"2004-09-10" 0 -1.5826815883818e-05 -2.95881394707366e-09 1.27600611378786e-06 0 3.98552445745344e-06 0 4.48846397071306e-06 1.11256171170243e-07 0 -4.87719571144928e-05
"2004-09-17" 0 6.9593408464004e-06 -2.9809047775131e-09 5.57658723090956e-07 0 7.50124685189189e-07 0 -1.52177376958463e-05 4.57284372206118e-09 0 -3.21461450553539e-05
"2004-09-24" 0 -9.23429220320434e-06 -1.2966236374307e-08 -3.84365998080161e-07 0 -1.7408620054477e-06 0 5.4140296728954e-06 1.52696431816277e-08 0 -4.39581711083394e-05
"2004-10-01" 0 -7.88203560339758e-07 -1.5231314930844e-07 -4.55484809229577e-06 0 9.62256795278853e-07 0 8.92845627231598e-05 2.4282789525799e-09 0 -2.48278129564024e-05
"2004-10-08" 0 -7.93495808006829e-06 7.43429701226399e-09 2.07306965877934e-06 0 6.90030562285976e-07 0 -6.00102481096761e-05 -2.08158587531467e-09 0 2.71372760908984e-05
"2004-10-15" 0 -1.83890816202814e-06 -5.59789445574754e-09 6.31201374237219e-07 0 1.59450737649151e-07 0 4.13421367058447e-05 1.8816668224891e-07 0 1.37211569069361e-05
"2004-10-22" 0 7.93531925743827e-07 3.6349500976195e-08 1.02216728942586e-06 0 -1.88090016514156e-07 0 -7.99198478340521e-06 6.24149964037886e-07 0 8.30392207372086e-05
"2004-10-29" 0 -2.11073583352811e-06 -1.44643687025413e-08 -2.15211597802309e-06 0 4.59957388283594e-06 0 -1.03985145181983e-05 6.39410150293764e-07 0 -2.9552344891744e-05
"2004-11-05" 0 1.5164405811023e-05 2.46691273740223e-08 -8.18009012081231e-07 0 -2.26148330667066e-05 0 -8.46840396843951e-06 3.83774205207695e-06 0 -2.68964761860316e-05
"2004-11-12" 0 4.97092990766178e-06 9.45622565661279e-08 8.78965450940849e-07 0 3.49007574082147e-06 0 1.18709454232864e-05 -3.90571689507095e-06 0 1.80778540120675e-05
"2004-11-19" 0 -3.36033251861775e-06 1.31681240765581e-07 3.52672763512568e-07 0 1.31282038427338e-06 0 -1.57695005674454e-05 1.45627472064614e-06 0 2.03261298489058e-05
"2004-11-26" 0 -6.37107374635988e-06 5.07761794516371e-08 -9.36496369971802e-06 0 3.90173818781958e-06 0 6.66610629235719e-05 -1.0073741433585e-06 0 0.000216889173915067
"2004-12-03" 0 -1.85754861537394e-06 -3.68063295380435e-08 2.57225063085192e-06 0 3.53580391171382e-06 0 4.41549820652112e-05 1.55461830876789e-06 3.45839998953251e-07 0.000118157059129152
"2004-12-10" 0 -3.86637966889257e-06 9.45411903213702e-08 1.3236623227306e-06 0 5.27387994116664e-06 0 3.00703341215117e-05 3.61718886262823e-07 -7.94183645403145e-07 2.85508134015e-05
"2004-12-17" 0 6.24587026020807e-07 7.18672453682128e-08 -3.56544434994223e-07 0 1.34790652977857e-05 0 -1.62376771445518e-06 -2.39992584661087e-07 -1.04830918002015e-06 -3.14519870438275e-05
"2004-12-24" 0 6.26444228049717e-06 7.36633559113019e-08 -1.618468477295e-07 0 -8.03251490426543e-06 0 -2.89663920926948e-06 1.46020102680899e-06 -9.28429787190049e-07 -6.32568367294399e-05
"2004-12-31" 0 -1.17797060810749e-06 -1.17504080219541e-07 -3.39394440019575e-06 0 2.67389436122724e-06 0 5.05246714011678e-06 1.75205040802509e-06 4.29432589913048e-07 -1.40484213528798e-05
"2005-01-07" 0 1.37508216290911e-06 -1.09180864144459e-07 4.53322832669691e-06 0 -2.02426280560068e-06 0 -4.39268062022986e-05 7.39175277875263e-08 -6.90702798270333e-07 -1.79136051731745e-05
"2005-01-14" 0 -1.47774586482108e-06 3.29623193510595e-08 -5.01032573431808e-06 0 5.31625318444133e-06 0 3.23042033367851e-05 -1.06904056048631e-07 -1.97228260328039e-06 1.43165804686205e-05
"2005-01-21" 0 5.16601824649094e-06 2.74062220966855e-08 -1.45614062680463e-05 0 -5.58240813799732e-06 0 4.69983045148838e-05 -4.82850827118526e-06 -1.11522120406552e-05 5.090089920649e-05
"2005-01-28" 0 3.70702655157138e-06 7.46859769374265e-08 -2.89703424284186e-06 0 8.61074401591006e-06 0 -2.98243499054027e-06 4.15761505393053e-07 -9.17320987912015e-06 9.93638079483809e-05
"2005-02-04" 0 -4.14634639265831e-06 1.76782330178535e-08 -1.36948331183508e-06 0 6.76922762523949e-07 0 2.83947759486374e-05 2.3693086698193e-07 -1.75067285704253e-06 2.62241995517899e-05
"2005-02-11" 0 1.578917147263e-05 -2.91002531607357e-08 2.96603384040041e-05 0 5.55712787031187e-06 0 -6.75857940553455e-05 -4.55801058291833e-07 1.52737834380627e-07 4.82011258991433e-06
"2005-02-18" 0 -2.13023146992757e-05 1.32356165832695e-07 -3.75301748911637e-05 0 -9.57625697450786e-06 0 -2.62756029294158e-05 -7.98400741950706e-07 2.06998686306918e-07 -4.05031241396283e-06
"2005-02-25" 0 1.14048853336037e-05 2.79195115623226e-08 1.49544767530464e-05 0 1.25205713443928e-06 0 -2.01018808773711e-06 9.52099790776426e-06 -8.75425030113961e-07 4.3117799820819e-05
"2005-03-04" 0 -3.31693631486054e-06 -1.02593831778804e-08 2.28384424575309e-06 0 -1.04256257051217e-06 0 2.2320261942206e-05 -3.78394951117583e-06 1.89904522515508e-05 6.3061773393217e-05
"2005-03-11" 0 3.12025441193698e-06 1.04277609788627e-08 -6.34014159657724e-07 0 9.86109985997952e-07 0 2.35845159401245e-05 7.80462856029197e-06 -4.08337409432199e-06 2.48215238400772e-05
